id,age,annual_income,monthly_debt,credit_score,num_credit_lines,employment_years,loan_amount,loan_term_months,num_late_payments,savings_balance,education,home_status,loan_purpose,region,noise_num_1,noise_num_2,noise_cat_1,noise_num_3,noise_num_4,default
7522,18,44361,2372.55,524,4,1.3,9220,24,0,5796.17,High School,Mortgage,Education,West,-1.538059286,-0.749493113,A,93,456.0149487,0
7523,43,53401,1452.28,593,5,0,14513,84,,3379.41,High School,Own,Home Improvement,East,1.04278386,1.587450735,A,89,110.017995,0
7524,40,31741,899.93,658,4,3.3,13495,36,1,7117.72,High School,Mortgage,Business,South,0.076491717,0.548746833,C,15,113.4288201,0
7525,27,90923,2114.27,591,2,23.4,36653,36,0,3142.17,Bachelor,Own,Home Improvement,North,0.057371088,0.631504851,D,22,93.72472204,0
7526,34,53860,267.52,,7,,13417,36,1,,Bachelor,Mortgage,Business,West,1.001958233,-0.371263979,A,78,431.4902898,0
7527,30,19714,3295.46,590,4,2.6,15007,84,0,14133.97,Bachelor,Mortgage,Medical,Central,0.594723405,-1.22488765,B,79,146.2939918,0
7528,33,63535,631.08,739,3,4,4181,36,0,1101.38,Bachelor,Own,Debt Consolidation,Central,1.648180929,-0.705508417,C,37,57.66676532,0
7529,23,38586,1977.86,652,4,2.5,16982,84,0,2447.91,Master,Other,Debt Consolidation,East,0.28619553,1.256460037,C,96,37.69580535,0
7530,32,,5231.38,425,3,1.8,14057,12,1,23750.79,Master,Mortgage,Debt Consolidation,West,-1.158449583,-0.941695315,D,34,79.69614837,0
7531,35,,1524.35,,1,3.2,42849,60,,4510.75,High School,Mortgage,Medical,East,-0.443340938,-0.738144232,C,89,113.2632748,0
7532,33,48105,2674.2,647,4,7.2,4112,12,1,9812.63,High School,Rent,Medical,North,-1.281642159,0.817907667,C,40,42.43088879,0
7533,19,111976,832.12,,3,,20194,84,0,12981.46,High School,Mortgage,Debt Consolidation,Central,-0.449625326,0.570100578,D,94,171.8877303,0
7534,41,18656,346.63,627,1,3.5,2435,60,,3856.45,Bachelor,Rent,Home Improvement,Central,0.180464466,0.850045369,C,2,277.344684,0
7535,31,93919,3287.65,612,4,5.1,7149,36,,33485.87,High School,Rent,Medical,West,-0.440811912,-0.645282695,B,60,156.7295476,0
7536,32,97806,2367.1,574,8,8.7,5308,12,0,2878.26,Master,Own,Other,South,0.700154921,0.353063343,D,60,411.6159345,0
7537,55,227965,2747.3,657,6,0.7,6003,84,0,8036.63,High School,Rent,Business,Central,0.136520729,-0.845554158,D,44,155.6964252,0
7538,49,39834,1484.73,650,2,0.2,11772,48,0,84683.72,Bachelor,Rent,Business,North,0.448643461,-1.614902094,B,59,130.3435315,0
7539,38,46444,400.67,632,3,0,7756,36,0,,High School,Mortgage,Education,Central,-1.159666604,0.42919598,A,10,127.4197113,0
7540,38,15000,3561.18,659,2,0.9,16003,60,0,9280.08,Bachelor,Mortgage,Debt Consolidation,North,0.289112936,-1.120674255,B,74,20.17826366,0
7541,38,,4151.97,616,2,2.4,10790,24,0,7080.87,Master,Rent,Debt Consolidation,East,-0.920586906,-0.558767391,A,11,100.4841755,0
7542,45,30727,1046.03,521,3,7,17713,12,1,2923.96,Master,Mortgage,Debt Consolidation,Central,-0.123292861,-1.737890986,C,60,148.5785886,0
7543,38,82404,1595.02,588,2,,3013,12,,4659.05,High School,Mortgage,Education,West,0.31426935,-0.090102195,A,52,167.2550444,0
7544,63,,3964.58,613,4,,23791,60,0,17167.66,Bachelor,Mortgage,Debt Consolidation,South,-1.796838913,1.382277827,C,58,130.2238877,0
7545,24,,2177.02,607,4,4.1,14574,84,1,3746.9,High School,Rent,Medical,North,1.000824347,-0.816505039,B,70,41.7811687,1
7546,32,33933,1428.6,705,5,2.7,5160,48,1,1884.86,Bachelor,Rent,Education,East,0.70031224,-0.147497303,C,88,23.72965378,1
7547,41,15546,4689.99,850,5,1.5,25846,36,0,,High School,Own,Debt Consolidation,North,-0.09953808,1.416046665,C,27,164.529558,0
7548,29,221102,1317.7,681,7,3.6,18227,24,0,12796.82,High School,Own,Education,East,1.081897369,0.312162895,C,64,110.2918813,0
7549,34,116525,1191.07,648,3,13.9,22955,24,,2815.72,High School,Mortgage,Education,North,-0.100759152,0.36662583,A,77,222.9935054,0
7550,41,36295,1686.28,617,6,9.1,2934,48,0,3042.62,Bachelor,Rent,Other,North,1.053033097,1.134751084,B,99,150.6435284,0
7551,43,62343,7681.69,594,3,18.4,7843,36,,16872.42,Master,Mortgage,Medical,North,2.356323518,-0.643703788,B,93,12.96526219,1
7552,43,27075,3484.77,583,0,11.3,30347,48,1,11633.71,Bachelor,Mortgage,Debt Consolidation,North,-0.842357832,-0.524221932,D,52,115.3203044,1
7553,44,117611,1162.88,,3,4.9,25159,84,2,,Bachelor,Rent,Home Improvement,South,1.059783188,-0.379991157,C,34,475.2781898,0
7554,35,47426,1458.16,,2,1.9,23156,60,1,2802.35,Master,Mortgage,Home Improvement,East,-0.647435253,-0.183974678,A,63,185.9619052,0
7555,59,86821,2312.23,611,6,,22086,48,,72319.74,None,Own,Business,East,-0.963921989,1.764065834,C,18,326.7538762,0
7556,40,34740,1072.18,709,2,11.1,6988,60,0,,High School,Mortgage,Debt Consolidation,North,0.827921462,0.869206098,D,22,116.7303277,0
7557,39,24813,1924.64,720,7,,3873,48,,1127.38,Bachelor,Mortgage,Debt Consolidation,Central,0.183709324,-1.560324467,D,42,280.1711047,0
7558,35,35958,2390.09,676,5,0.3,8143,60,1,25540.58,High School,Own,Other,North,1.082344067,0.60635433,C,62,65.86652462,0
7559,33,55937,1762.68,819,3,14.9,26283,24,1,1996.2,Master,Rent,Medical,Central,0.323781873,1.004281518,A,72,178.7814815,0
7560,41,54341,1594.64,758,6,0.7,13467,12,,14868.5,High School,Rent,Other,South,-0.532141328,0.103484841,B,72,229.6030706,0
7561,32,102402,713.97,706,5,0.3,34365,36,0,,High School,Mortgage,Other,South,-0.592592284,0.823005914,B,13,802.0782953,0
7562,36,,2566.44,587,5,13.8,7356,12,,5145.03,Bachelor,Mortgage,Home Improvement,North,1.545270745,-0.551765829,D,97,28.63844894,0
7563,39,103469,3543.38,627,6,7.7,36097,60,0,6162.91,None,Mortgage,Medical,West,0.496180038,-0.484575819,D,36,343.764238,0
7564,35,43128,1185.2,603,2,5.2,20425,12,,4387.16,High School,Rent,Home Improvement,North,-0.90640596,0.738065391,A,19,1545.408246,0
7565,18,58409,1443.39,703,3,0.6,14459,24,1,457.27,None,Rent,Debt Consolidation,East,-1.425946427,-0.849578161,A,5,88.43005424,0
7566,45,36857,2014.25,647,3,1,14385,12,1,32219.24,Bachelor,Mortgage,Education,East,0.455710739,-0.077229304,D,97,118.1102828,0
7567,26,,1000.62,777,4,0.3,7470,12,0,23656.45,Bachelor,Mortgage,Home Improvement,North,-1.691258931,0.619932195,D,31,108.7412644,0
7568,21,58512,1225.46,,4,3.1,12448,60,0,1023.63,High School,Own,Medical,West,-0.544396563,-0.417869094,D,79,112.4508816,0
7569,37,,2244.88,659,4,2.7,6447,48,2,6784.64,Master,Mortgage,Other,North,0.774667521,-2.658924115,C,49,354.1884422,0
7570,40,134158,1516.18,554,3,1,14817,36,0,98291.19,Bachelor,Mortgage,Debt Consolidation,Central,-0.326316683,1.248161439,A,74,355.743166,0
7571,33,144126,1954.97,754,5,,20632,84,0,1601.97,Master,Mortgage,Business,South,-0.042793739,-1.13569761,D,5,17.99457426,0
7572,31,,5413.57,,0,0.6,8932,36,1,6734.75,High School,Rent,Medical,Central,1.330406752,0.956876618,A,9,224.1522033,0
7573,29,52519,1609.28,,4,9.9,22700,60,1,,Bachelor,Rent,Business,West,1.495968525,1.349539815,C,69,187.1675406,0
7574,36,,611.51,667,3,3.4,23466,24,1,1396.46,High School,Rent,Education,South,2.314344578,0.396279219,A,28,2531.547197,0
7575,32,,1119.72,680,2,,1498,84,0,3518.13,Bachelor,Own,Debt Consolidation,West,-2.541911326,1.150444414,A,70,238.4064987,0
7576,18,62664,6409.87,483,4,2,64773,48,0,15919.56,PhD,Rent,Debt Consolidation,South,0.918250691,3.031507026,B,26,190.1880017,1
7577,35,88347,3490.23,483,6,2.9,16258,36,,3059.21,None,Rent,Home Improvement,South,0.906035238,0.81689032,D,64,25.46378446,0
7578,29,28255,2954.45,638,2,,7519,24,1,5551.83,Bachelor,Rent,Education,West,-0.25393409,0.097621695,D,99,22.60315967,0
7579,47,38040,1529.54,,5,0.3,28730,84,0,5654.81,Bachelor,Mortgage,Other,South,-0.811030616,-0.786823144,A,48,77.27028889,0
7580,40,60935,3409.59,800,3,27.8,23458,24,,35225.5,Bachelor,Other,Medical,South,0.081300979,-0.606695913,C,42,207.2918656,1
7581,32,17292,1189.11,686,4,4.9,21334,36,1,66337.02,High School,Own,Business,North,-0.641693092,0.640834092,B,55,167.1909941,0
7582,25,,1440.44,614,2,10.7,28686,48,0,2257.86,Bachelor,Own,Other,East,-0.602752065,0.866371686,B,58,560.0696569,0
7583,29,,2379.15,683,3,6.9,11587,24,1,2684.02,None,Own,Debt Consolidation,Central,-1.872527073,-0.741770043,B,98,235.3092938,0
7584,37,30556,2705.1,644,8,0.8,4123,24,2,5398.37,Master,Mortgage,Debt Consolidation,West,-0.205425584,0.172208665,C,74,145.4819002,1
7585,18,107187,3351.96,704,6,11.8,24937,36,1,7022.22,Master,Mortgage,Debt Consolidation,West,-1.7953502,0.217187076,C,95,61.39578529,0
7586,38,169146,1238.17,,9,,6413,84,0,19540.03,Bachelor,Rent,Debt Consolidation,South,0.798345496,1.819038421,D,46,156.5320402,0
7587,25,90360,1007.27,597,3,2.3,5825,24,,12744.26,PhD,Mortgage,Debt Consolidation,East,-0.10945509,-0.497343235,A,41,162.8829723,0
7588,41,61863,1912.19,733,4,1.5,22926,48,2,2764.43,High School,Mortgage,Debt Consolidation,Central,0.250120414,-0.404626072,D,84,308.7685898,0
7589,54,,516.78,651,5,0.3,22231,36,0,9326.85,Master,Rent,Home Improvement,Central,-1.496965753,-0.132872466,A,58,163.8272069,0
7590,49,59524,1569.08,701,5,,9242,84,1,13801.45,Bachelor,Rent,Other,West,0.175361581,-0.774272677,B,81,151.1406534,0
7591,20,53123,2987.6,517,8,,13114,12,,,High School,Own,Home Improvement,South,0.558688764,0.212330387,D,15,160.352876,0
7592,45,229251,3642.56,590,5,9.2,29642,84,0,1485.8,None,Mortgage,Debt Consolidation,Central,-0.8453046,0.284266671,A,57,77.664335,0
7593,35,127501,1574.3,609,1,3.6,7988,36,,857.95,Bachelor,Rent,Debt Consolidation,Central,0.0093018,-1.987088691,C,67,80.52103488,0
7594,56,,1411.51,650,4,10.4,20490,36,,124303.98,Bachelor,Mortgage,Education,Central,1.808618049,0.849316957,D,80,227.1760199,0
7595,45,26762,1672.81,,3,4.2,1815,24,1,26554.08,High School,Mortgage,Other,South,-0.601590523,-0.088015896,D,42,245.2460375,0
7596,42,106488,3175.24,516,5,5.9,38296,12,0,56385.74,High School,Rent,Business,North,-0.662674566,1.164959217,C,55,107.6281619,0
7597,26,,5590.47,744,3,9,14938,12,1,1055.42,High School,Mortgage,Home Improvement,Central,-0.301173063,1.010392931,A,15,651.3979667,0
7598,44,88847,1309.95,670,3,2.2,12733,24,1,2488.61,Master,Rent,Other,South,1.255691285,-0.57728884,A,39,198.6963694,0
7599,23,253095,1501.07,645,4,6,5409,84,2,,High School,Mortgage,Other,West,0.300292696,-0.816808912,A,36,79.16655445,0
7600,54,73515,1847.59,684,4,3.8,4839,48,0,1592.92,High School,Mortgage,Debt Consolidation,West,-1.726674907,0.947264127,D,13,214.120335,0
7601,43,,1501.65,585,4,0.4,10755,48,,25349.29,Bachelor,Rent,Business,South,-1.464623652,-0.657871069,A,99,49.62013469,0
7602,28,93043,1204.13,619,3,12.4,42083,24,0,5615.22,Master,Mortgage,Home Improvement,South,0.359533297,-0.521032834,A,28,265.6691464,0
7603,48,35092,1655.8,543,1,4.5,8332,84,1,468.06,PhD,Own,Medical,Central,-0.949348692,-1.705539644,B,69,27.17603385,1
7604,65,58344,1039.54,442,3,0.7,10748,48,0,3920.5,Master,Mortgage,Medical,South,-0.893937857,-0.093287001,D,34,628.9702315,0
7605,45,106293,5073.04,795,5,,8587,36,,4891.1,Bachelor,Mortgage,Home Improvement,West,-1.183980345,-2.246333681,D,68,79.18657927,0
7606,33,25564,1482.13,589,3,,5668,60,0,78020.09,Bachelor,Mortgage,Business,North,0.47927263,0.359150208,B,85,55.55480199,0
7607,39,74652,5791.51,500,8,0.5,7024,60,0,2433.62,Bachelor,Mortgage,Medical,East,-0.419332532,-0.239162781,C,27,62.41292096,0
7608,20,96667,1676.47,,1,,6306,24,0,5522.44,Bachelor,Mortgage,Home Improvement,South,-0.201034758,1.132625295,C,28,153.7642546,0
7609,39,31806,2923.21,679,6,1.6,8403,48,1,8285.95,Master,Rent,Debt Consolidation,West,0.615882156,-1.208508181,D,76,52.67189665,1
7610,60,44275,946.77,699,4,,3047,84,1,2976.04,High School,Mortgage,Debt Consolidation,East,0.531106102,1.039580179,D,69,144.0932862,0
7611,35,,2159.74,677,0,1.7,18701,36,1,11696.07,Bachelor,Rent,Business,East,-0.284556662,-0.331636719,C,39,50.66779724,0
7612,35,29533,1265.75,463,6,14.6,6049,12,0,5472.11,High School,Rent,Other,West,0.786978394,0.32992592,D,90,63.35097415,0
7613,36,68060,981.48,593,0,,15758,60,1,,Bachelor,Rent,Education,Central,-0.473421379,-0.039138368,B,12,137.6020103,0
7614,28,71007,3722.37,565,5,1.8,22901,60,0,612.17,Bachelor,Own,Business,North,-3.258772051,1.252179748,A,26,846.7942466,0
7615,30,98964,1794.17,,4,2.1,36398,12,0,429.68,PhD,Mortgage,Business,Central,-0.512543501,-0.206764717,B,78,211.6797793,1
7616,39,168955,2272.13,,9,7.1,26935,60,,5821.64,Bachelor,Mortgage,Business,South,0.073038461,1.127647335,A,85,20.09652539,0
7617,32,394723,1185.05,708,3,0.6,7642,24,,,High School,Rent,Medical,Central,-0.123579536,-0.086578504,C,28,1516.972755,0
7618,25,39760,1459.34,673,4,,2043,84,1,3185.52,High School,Mortgage,Debt Consolidation,Central,0.170324698,-0.42320351,B,20,138.1103844,0
7619,39,105429,1828.47,589,9,13.7,20497,60,2,,High School,Mortgage,Education,East,0.976399255,0.82464482,D,57,164.1741196,0
7620,51,51760,535.2,579,7,1.8,7595,84,0,,Bachelor,Own,Business,South,0.584878999,-0.18517124,D,53,129.3319297,0
7621,40,99139,2789.52,622,2,0.1,11487,12,0,4297.2,High School,Mortgage,Home Improvement,West,1.204809294,0.665596738,D,72,71.89598656,0
7622,31,,2263.71,452,4,2.7,13849,84,0,4759.8,Bachelor,Mortgage,Debt Consolidation,Central,1.132650118,-0.940908551,B,55,1788.351215,0
7623,37,157461,1203.08,666,2,,13049,84,2,5799.51,PhD,Mortgage,Other,South,-1.415787021,-1.019652036,A,18,533.8905879,0
7624,18,60151,952.04,527,2,5,7151,24,3,3342.04,High School,Mortgage,Business,South,0.210787361,0.08437635,B,17,1315.674312,0
7625,33,84287,715.82,486,5,20.2,1449,84,,,PhD,Mortgage,Medical,West,-2.236554658,1.325352528,C,65,484.425692,0
7626,33,15000,3438.96,,7,0.4,40967,36,0,31409.56,Bachelor,Mortgage,Debt Consolidation,North,-0.196634786,1.83238858,C,93,58.59322057,0
7627,50,146625,2519.98,676,2,4.6,8022,36,0,3404.87,Bachelor,Rent,Other,South,1.494860661,-0.488561206,D,83,76.53888588,0
7628,51,42886,4328.54,723,3,0.8,27056,60,0,,Bachelor,Own,Other,South,-1.624639327,0.938050348,D,4,230.5920427,0
7629,32,35556,955.49,702,6,,14998,12,1,13290.17,Master,Rent,Debt Consolidation,East,-0.033733848,1.054951592,C,67,160.5732972,0
7630,48,36532,1446.66,719,4,1.3,63201,24,1,3720.6,Bachelor,Own,Medical,West,-1.372590855,0.239550953,D,70,1177.644193,0
7631,40,72158,612.82,589,8,0,17709,24,0,1356.61,None,Mortgage,Business,Central,0.727015279,-1.775218427,C,35,47.67122289,0
7632,44,23089,594.13,700,5,1.9,31568,12,1,9577.08,Bachelor,Own,Debt Consolidation,North,0.313025408,-0.016874587,D,84,21.03692038,0
7633,31,84185,1704.04,738,2,3.9,17986,48,0,2638.75,None,Own,Debt Consolidation,South,1.322411803,-0.130244956,A,71,44.46998394,0
7634,54,95016,1296.33,625,1,0.3,4249,36,2,3014.95,High School,Mortgage,Home Improvement,East,-1.225847009,-1.83811362,A,92,407.2642095,0
7635,28,,3524.43,587,2,2.6,16157,24,1,1032.19,Master,Rent,Debt Consolidation,North,0.050115448,0.582523901,C,74,181.023987,0
7636,35,51959,1440.38,563,2,,16534,24,0,15324.4,High School,Own,Medical,North,0.497959238,-0.212162879,B,53,74.11569097,0
7637,53,64028,1370.18,680,1,0.7,24359,60,2,790.51,High School,Own,Education,North,-0.505630051,1.065293537,B,25,212.4301159,0
7638,49,,1057.08,681,4,3.3,10538,60,,,PhD,Own,Debt Consolidation,West,1.216319306,1.636568034,D,33,71.04623725,0
7639,30,,1891.5,636,3,4.5,17280,84,1,7779.72,Bachelor,Rent,Medical,Central,-0.099068395,0.827924287,A,41,397.663863,0
7640,29,44126,2641.35,810,2,1.4,11402,84,1,,None,Own,Education,North,-0.25537777,-0.246174961,B,9,103.4297869,0
7641,48,53117,1940.37,,5,9.4,29464,84,1,4427.08,High School,Own,Debt Consolidation,Central,0.882720181,0.310164048,A,18,421.134458,0
7642,42,67263,4589.42,,4,31.3,12259,84,0,,Master,Mortgage,Other,East,0.330505619,-0.934834494,A,48,111.8611053,0
7643,28,49093,775.39,551,8,2.1,22524,12,0,5597.65,High School,Rent,Other,South,-0.082360981,-0.408322892,B,13,214.9608409,0
7644,37,,1628.74,557,7,17.4,6595,48,,1485.34,High School,Own,Home Improvement,North,0.937460106,0.503394674,A,84,40.98398918,0
7645,61,54280,1490.85,598,2,18.3,20601,48,2,535.36,Master,Rent,Debt Consolidation,South,-0.21109969,-1.84060752,C,74,3.932349868,0
7646,34,65182,1720,454,3,2.3,8322,84,0,,High School,Mortgage,Education,Central,-0.176559015,-0.339872946,C,97,1005.519492,0
7647,44,59528,2493.89,601,2,9.1,12087,12,0,2519.5,Bachelor,Rent,Business,North,-0.214452694,0.17260575,B,92,391.463411,0
7648,38,62087,2530.29,584,3,4.7,10655,84,2,7909.9,High School,Mortgage,Education,North,0.247609543,2.041281173,B,68,452.5313789,0
7649,38,108149,4744.3,483,7,6.4,8377,36,2,8811.06,High School,Own,Business,West,0.463751378,-2.355749575,D,35,411.0622486,0
7650,35,,1235.74,793,4,,13506,48,1,20481.81,High School,Other,Debt Consolidation,West,1.016430964,1.41285976,A,23,63.38531752,0
7651,39,,634.52,637,6,13,17291,48,0,2076.91,Master,Own,Other,North,0.249200124,1.966818031,D,66,157.5228571,0
7652,35,,1466.42,,4,0.1,9056,60,1,,Bachelor,Mortgage,Other,East,-1.427738248,0.252016042,B,17,212.2598516,0
7653,54,15000,982.58,,5,8.3,11494,84,,2531.17,Bachelor,Rent,Business,South,-0.640591957,0.099403342,B,38,85.19738124,0
7654,18,119715,595.28,715,3,20.6,10947,24,,1530.46,Master,Rent,Debt Consolidation,East,-1.624712343,-1.579968212,C,93,188.5296914,0
7655,53,63266,4132.05,617,1,,28106,84,1,,None,Mortgage,Debt Consolidation,South,0.039615699,0.696194879,D,16,100.9917054,1
7656,27,15628,1207.47,,3,1.6,7315,36,,1239.15,Bachelor,Own,Other,South,0.653867427,-0.80017739,B,13,148.8431517,0
7657,41,166348,6870.1,,8,3.8,8339,48,0,6878.79,High School,Other,Business,Central,0.559896402,1.754582434,A,55,43.37538386,0
7658,54,38045,417.11,333,5,5.2,4687,36,0,,Bachelor,Mortgage,Debt Consolidation,South,0.443422518,-0.31025062,D,8,56.27390438,0
7659,60,67556,1424.9,,7,4,46450,36,1,,High School,Mortgage,Debt Consolidation,South,1.007733092,-2.168538088,C,19,1124.980249,0
7660,35,,8956.46,721,5,1.1,83009,36,0,2778.24,Master,Mortgage,Home Improvement,North,-0.007983389,-0.766653086,C,45,202.2005125,0
7661,59,117643,1178.48,724,2,5.9,3481,48,1,,Master,Own,Debt Consolidation,West,1.55217054,0.239088153,D,15,73.13212079,0
7662,60,29841,2455.46,598,5,9.6,18664,36,1,9747.56,Bachelor,Mortgage,Education,West,-0.522646029,1.419454472,D,2,75.34127767,1
7663,30,34002,595.38,634,5,,3110,60,1,5649.28,Master,Own,Education,Central,-0.879860143,0.935014202,D,79,142.7753391,0
7664,47,40327,909.04,734,2,1.6,20750,60,1,,High School,Rent,Debt Consolidation,South,0.002290556,-0.591673168,C,60,34.4418984,0
7665,38,78670,1761.48,747,7,12.4,3971,12,2,18468.67,Master,Own,Home Improvement,North,0.54882951,0.895345049,A,96,190.6612692,0
7666,18,57158,7607,,3,,4050,36,2,419.01,Master,Own,Debt Consolidation,Central,-0.831008536,-0.23455867,B,8,134.1659704,1
7667,29,65694,2378.38,582,6,1.6,8959,36,1,8212.79,High School,Mortgage,Debt Consolidation,Central,-0.438898577,0.976761311,C,67,77.32335475,0
7668,49,54257,2657.5,766,2,1.7,8746,48,2,2703.77,None,Mortgage,Debt Consolidation,West,0.876040481,1.34760562,A,52,68.92184283,0
7669,42,114908,1344.87,548,3,0.3,16516,48,2,,Bachelor,Own,Home Improvement,South,0.814753331,0.446988798,C,21,169.2100956,0
7670,40,109825,1227.59,739,4,2.3,11263,48,,2499.31,High School,Own,Education,North,-1.414483792,-0.255443589,A,30,365.025326,0
7671,57,77894,1318.6,,4,2.3,7216,84,0,3721.96,Bachelor,Mortgage,Business,South,1.559876857,-0.518399512,A,97,85.29204876,0
7672,40,105829,479.82,593,5,5.2,6136,24,,30766.57,Master,Mortgage,Other,North,1.910831927,0.102953153,C,58,553.0186572,0
7673,23,26168,4198.34,838,3,2.2,15730,84,1,41489.17,High School,Rent,Debt Consolidation,North,-0.205383072,2.307282334,B,42,335.5375018,1
7674,40,57786,2212.3,812,4,3.4,21869,12,1,14437.8,Bachelor,Rent,Business,South,0.642691112,-0.072356481,A,61,145.695955,0
7675,40,15260,963.36,451,2,5,16022,48,1,1676.84,High School,Rent,Business,North,-0.026753806,0.325493644,B,86,432.4901225,1
7676,53,29965,1006.15,591,2,4.9,24715,36,0,3824.28,Bachelor,Rent,Debt Consolidation,North,1.111854507,0.980721783,D,39,25.21259226,0
7677,43,62963,3826.38,653,2,11,10648,24,,3871.01,Master,Rent,Debt Consolidation,North,1.03630908,0.08243207,B,63,60.19162481,0
7678,53,,1070.77,666,4,0.9,23584,48,0,6471.98,None,Rent,Debt Consolidation,Central,0.200656596,0.060366576,A,84,407.1773422,0
7679,26,,1337.69,543,4,2.4,16053,12,,,Master,Own,Medical,South,0.090956331,-0.694495485,B,89,46.00700681,0
7680,52,23898,883.11,663,2,,4556,24,1,4344.87,High School,Rent,Debt Consolidation,Central,-0.175230189,-0.059616845,C,44,148.3083689,0
7681,34,30932,1343.73,718,6,1.9,17425,24,0,5619.29,Bachelor,Mortgage,Other,Central,-0.238141708,0.351086356,C,19,109.4026845,0
7682,55,43410,1682.63,736,4,2.4,3269,12,1,7057.38,High School,Rent,Debt Consolidation,East,-0.476881352,0.144891572,A,48,230.7013591,0
7683,38,59485,1063.33,414,5,8.7,3886,12,0,6231.3,Master,Mortgage,Education,East,-0.79020224,1.357125091,B,8,53.8091961,0
7684,46,,822.94,682,1,,3870,84,,17971.68,Master,Mortgage,Education,North,0.107571275,0.346591148,B,74,149.578873,0
7685,45,45320,2131.97,546,4,5.5,10486,60,,61828.25,None,Rent,Home Improvement,East,-0.835241337,1.104329803,D,42,82.63454169,0
7686,41,46896,2756.59,582,3,11.8,26283,48,,,Bachelor,Mortgage,Business,East,-1.053621311,-1.738641001,D,54,922.3405273,0
7687,49,133445,494.81,584,3,0.2,21467,60,1,4307.03,High School,Own,Education,North,0.665262315,0.535652758,D,65,187.3379656,0
7688,46,46943,3297.88,712,6,12.9,26245,12,2,976.2,Bachelor,Own,Home Improvement,North,-0.513515123,0.644528497,C,69,28.32773224,0
7689,40,78973,2238.06,726,4,1.6,50639,84,,,None,Mortgage,Medical,South,-0.342075299,0.534636485,A,22,374.0804203,0
